naslov,povezava,ocena,studii,tip,epizode,zvrsti,leto izdaje
Little Busters! Refrain,https://myanimelist.net/anime/18195/Little_Busters_Refrain,8.17,['J.C.Staff'],TV,13,"['Comedy', 'Drama', 'Romance']",2013
Major S2,https://myanimelist.net/anime/558/Major_S2,8.17,['Studio Hibari'],TV,26,[],2005
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,https://myanimelist.net/anime/42894/Natsume_Yuujinchou__Ishi_Okoshi_to_Ayashiki_Raihousha,8.17,['Shuka'],Movie,1,"['Slice of Life', 'Supernatural']",2021
No Game No Life: Zero,https://myanimelist.net/anime/33674/No_Game_No_Life__Zero,8.17,['Madhouse'],Movie,1,"['Drama', 'Fantasy', 'Romance']",2017
Bakuman.,https://myanimelist.net/anime/7674/Bakuman,8.17,['J.C.Staff'],TV,25,"['Comedy', 'Drama', 'Romance']",2010
Black Lagoon: The Second Barrage,https://myanimelist.net/anime/1519/Black_Lagoon__The_Second_Barrage,8.17,['Madhouse'],TV,12,[],2006
Bungou Stray Dogs 2nd Season,https://myanimelist.net/anime/32867/Bungou_Stray_Dogs_2nd_Season,8.17,['Bones'],TV,12,"['Action', 'Mystery']",2016
Cang Yuan Tu,https://myanimelist.net/anime/55655/Cang_Yuan_Tu,8.17,['Shenman Entertainment'],ONA,26,"['Action', 'Adventure', 'Fantasy']",2023
Digimon Adventure: Last Evolution Kizuna,https://myanimelist.net/anime/38088/Digimon_Adventure__Last_Evolution_Kizuna,8.17,['Yumeta Company'],Movie,1,"['Action', 'Adventure', 'Comedy', 'Drama']",2020
Fanren Xiu Xian Chuan: Waihai Fengyun,https://myanimelist.net/anime/60557/Fanren_Xiu_Xian_Chuan__Waihai_Fengyun,8.17,"['Original Force', 'Wonder Cat Animation']",ONA,52,"['Action', 'Adventure', 'Fantasy']",2025
Girls & Panzer: Saishuushou Part 3,https://myanimelist.net/anime/39166/Girls___Panzer__Saishuushou_Part_3,8.17,['Actas'],Movie,1,[],2021
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,https://myanimelist.net/anime/4107/Tengen_Toppa_Gurren_Lagann_Movie_1__Gurren-hen,8.17,['Gainax'],Movie,1,"['Action', 'Sci-Fi']",2008
Yoru wa Mijikashi Arukeyo Otome,https://myanimelist.net/anime/34537/Yoru_wa_Mijikashi_Arukeyo_Otome,8.17,['Science SARU'],Movie,1,"['Comedy', 'Romance']",2017
Yuukoku no Moriarty,https://myanimelist.net/anime/40911/Yuukoku_no_Moriarty,8.17,['Production I.G'],TV,11,"['Mystery', 'Suspense']",2020
Yi Nian Yong Heng 3rd Season,https://myanimelist.net/anime/56215/Yi_Nian_Yong_Heng_3rd_Season,8.16,['B.CMAY PICTURES'],ONA,59,"['Action', 'Adventure', 'Fantasy']",2024
Kotarou wa Hitorigurashi,https://myanimelist.net/anime/49909/Kotarou_wa_Hitorigurashi,8.16,['LIDENFILMS'],ONA,10,[],2022
Ouran Koukou Host Club,https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club,8.16,['Bones'],TV,26,"['Comedy', 'Romance']",2006
Akira,https://myanimelist.net/anime/47/Akira,8.16,['Tokyo Movie Shinsha'],Movie,1,"['Action', 'Horror', 'Sci-Fi']",1988
Ao Ashi,https://myanimelist.net/anime/49052/Ao_Ashi,8.16,['Production I.G'],TV,24,[],2022
Aria the Natural,https://myanimelist.net/anime/962/Aria_the_Natural,8.16,['HAL Film Maker'],TV,26,"['Sci-Fi', 'Slice of Life']",2006
Blue Lock,https://myanimelist.net/anime/49596/Blue_Lock,8.16,['8bit'],TV,24,[],2022
Higurashi no Naku Koro ni Kai,https://myanimelist.net/anime/1889/Higurashi_no_Naku_Koro_ni_Kai,8.16,['Studio Deen'],TV,24,"['Horror', 'Mystery', 'Suspense']",2007
Hikaru ga Shinda Natsu,https://myanimelist.net/anime/58913/Hikaru_ga_Shinda_Natsu,8.16,['CygamesPictures'],TV,12,"['Horror', 'Mystery', 'Supernatural']",2025
Dr. Stone: New World,https://myanimelist.net/anime/48549/Dr_Stone__New_World,8.15,['TMS Entertainment'],TV,11,"['Adventure', 'Comedy', 'Sci-Fi']",2023
Dr. Stone: Stone Wars,https://myanimelist.net/anime/40852/Dr_Stone__Stone_Wars,8.15,['TMS Entertainment'],TV,11,"['Adventure', 'Comedy', 'Sci-Fi']",2021
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,https://myanimelist.net/anime/25537/Fate_stay_night_Movie__Heavens_Feel_-_I_Presage_Flower,8.15,['ufotable'],Movie,1,"['Action', 'Fantasy']",2017
Holo no Graffiti,https://myanimelist.net/anime/44042/Holo_no_Graffiti,8.15,['Hololive Production'],ONA,Unknown,[],2019
Lupin III: Cagliostro no Shiro,https://myanimelist.net/anime/1430/Lupin_III__Cagliostro_no_Shiro,8.15,"['Tokyo Movie Shinsha', 'Telecom Animation Film']",Movie,1,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Mystery']",1979
Lycoris Recoil,https://myanimelist.net/anime/50709/Lycoris_Recoil,8.15,['A-1 Pictures'],TV,13,[],2022
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,https://myanimelist.net/anime/49521/Non_Non_Biyori_Nonstop__Bukatsu_wo_Ganbatta,8.15,['SILVER LINK.'],OVA,1,[],2022
Kaiba,https://myanimelist.net/anime/3701/Kaiba,8.14,['Madhouse'],TV,12,"['Adventure', 'Avant Garde', 'Award Winning', 'Mystery', 'Romance', 'Sci-Fi']",2008
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,https://myanimelist.net/anime/28675/Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen,8.14,['Kyoto Animation'],Movie,1,"['Action', 'Romance', 'Supernatural']",2015
Noragami Aragoto,https://myanimelist.net/anime/30503/Noragami_Aragoto,8.14,['Bones'],TV,13,"['Action', 'Supernatural']",2015
Princess Tutu,https://myanimelist.net/anime/721/Princess_Tutu,8.14,['HAL Film Maker'],TV,38,"['Drama', 'Mystery', 'Romance']",2002
Sono Bisque Doll wa Koi wo Suru,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru,8.14,['CloverWorks'],TV,12,[],2022
Toaru Kagaku no Railgun T,https://myanimelist.net/anime/38481/Toaru_Kagaku_no_Railgun_T,8.14,['J.C.Staff'],TV,25,"['Action', 'Fantasy', 'Sci-Fi']",2020
Black Clover,https://myanimelist.net/anime/34572/Black_Clover,8.14,['Studio Pierrot'],TV,170,"['Action', 'Fantasy']",2017
Ginga Eiyuu Densetsu Gaiden,https://myanimelist.net/anime/3371/Ginga_Eiyuu_Densetsu_Gaiden,8.14,['K-Factory'],OVA,24,"['Action', 'Drama', 'Sci-Fi']",1998
Horimiya: Piece,https://myanimelist.net/anime/54856/Horimiya__Piece,8.14,['CloverWorks'],TV,13,[],2023
Death Parade,https://myanimelist.net/anime/28223/Death_Parade,8.13,['Madhouse'],TV,12,"['Drama', 'Fantasy', 'Suspense']",2015
Dr. Stone: Ryuusui,https://myanimelist.net/anime/50612/Dr_Stone__Ryuusui,8.13,['TMS Entertainment'],TV Special,1,"['Adventure', 'Comedy', 'Sci-Fi']",2022
Eiga Daisuki Pompo-san,https://myanimelist.net/anime/41361/Eiga_Daisuki_Pompo-san,8.13,['CLAP'],Movie,1,"['Comedy', 'Drama']",2021
Eizouken ni wa Te wo Dasu na!,https://myanimelist.net/anime/39792/Eizouken_ni_wa_Te_wo_Dasu_na,8.13,['Science SARU'],TV,12,"['Adventure', 'Award Winning', 'Comedy']",2020
Given: Uragawa no Sonzai,https://myanimelist.net/anime/49053/Given__Uragawa_no_Sonzai,8.13,['Lerche'],OVA,1,"['Boys Love', 'Drama']",2021
IDOLiSH7 Second Beat!,https://myanimelist.net/anime/37962/IDOLiSH7_Second_Beat,8.13,['TROYCA'],TV,15,[],2020
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,https://myanimelist.net/anime/731/Interstella5555__The_5tory_of_The_5ecret_5tar_5ystem,8.13,['Toei Animation'],Movie,1,"['Adventure', 'Drama', 'Sci-Fi']",2003
Kaze Tachinu,https://myanimelist.net/anime/16662/Kaze_Tachinu,8.13,['Studio Ghibli'],Movie,1,"['Award Winning', 'Drama', 'Romance']",2013
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,https://myanimelist.net/anime/39592/Kidou_Senshi_Gundam__The_Origin_-_Zenya_Akai_Suisei,8.13,['Sunrise'],TV,13,"['Action', 'Sci-Fi']",2019
Major: Message,https://myanimelist.net/anime/9890/Major__Message,8.13,['SynergySP'],OVA,1,[],2010
Nisemonogatari,https://myanimelist.net/anime/11597/Nisemonogatari,8.13,['Shaft'],TV,11,"['Comedy', 'Mystery', 'Supernatural', 'Ecchi']",2012
Nodame Cantabile: Paris-hen,https://myanimelist.net/anime/4477/Nodame_Cantabile__Paris-hen,8.13,['J.C.Staff'],TV,11,"['Comedy', 'Romance']",2008
Shen Yin Wangzuo,https://myanimelist.net/anime/51335/Shen_Yin_Wangzuo,8.13,['Shenman Entertainment'],ONA,26,"['Action', 'Adventure', 'Fantasy']",2022
Shinigami Bocchan to Kuro Maid 3rd Season,https://myanimelist.net/anime/56738/Shinigami_Bocchan_to_Kuro_Maid_3rd_Season,8.13,['J.C.Staff'],TV,12,"['Comedy', 'Fantasy', 'Romance']",2024
Tensei shitara Slime Datta Ken,https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken,8.13,['8bit'],TV,24,"['Action', 'Comedy', 'Fantasy']",2018
The Fable,https://myanimelist.net/anime/55911/The_Fable,8.13,['Tezuka Productions'],TV,25,"['Comedy', 'Suspense']",2024
Working!!! Lord of the Takanashi,https://myanimelist.net/anime/31715/Working_Lord_of_the_Takanashi,8.13,['A-1 Pictures'],Special,1,"['Comedy', 'Romance']",2016
Seirei no Moribito,https://myanimelist.net/anime/1827/Seirei_no_Moribito,8.12,['Production I.G'],TV,26,"['Action', 'Adventure', 'Fantasy']",2007
Shokugeki no Souma,https://myanimelist.net/anime/28171/Shokugeki_no_Souma,8.12,['J.C.Staff'],TV,24,"['Gourmet', 'Ecchi']",2015
Spy x Family Movie: Code: White,https://myanimelist.net/anime/53888/Spy_x_Family_Movie__Code__White,8.12,"['Wit Studio', 'CloverWorks']",Movie,1,"['Action', 'Comedy']",2023
Stand By Me Doraemon,https://myanimelist.net/anime/21469/Stand_By_Me_Doraemon,8.12,"['Shirogumi', 'Shin-Ei Animation']",Movie,1,"['Comedy', 'Sci-Fi']",2014
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru,8.12,['Sunrise'],Special,1,"['Action', 'Comedy', 'Sci-Fi']",2015
Golden Kamuy 4th Season,https://myanimelist.net/anime/50528/Golden_Kamuy_4th_Season,8.12,"[""Brain's Base""]",TV,13,"['Action', 'Adventure']",2022
Hinamatsuri,https://myanimelist.net/anime/36296/Hinamatsuri,8.12,['feel.'],TV,12,[],2018
Kamisama Hajimemashita,https://myanimelist.net/anime/14713/Kamisama_Hajimemashita,8.12,['TMS Entertainment'],TV,13,"['Comedy', 'Romance', 'Supernatural']",2012
Katekyou Hitman Reborn!,https://myanimelist.net/anime/1604/Katekyou_Hitman_Reborn,8.12,['Artland'],TV,203,"['Action', 'Comedy']",2006
Lupin III: Part 5,https://myanimelist.net/anime/35857/Lupin_III__Part_5,8.12,['Telecom Animation Film'],TV,24,"['Action', 'Adventure', 'Comedy', 'Mystery']",2018
Ore dake Level Up na Ken: ReAwakening,https://myanimelist.net/anime/59841/Ore_dake_Level_Up_na_Ken__ReAwakening,8.12,['A-1 Pictures'],Movie,1,"['Action', 'Adventure', 'Fantasy']",2024
Initial D Fifth Stage,https://myanimelist.net/anime/15059/Initial_D_Fifth_Stage,8.11,['SynergySP'],TV,14,"['Action', 'Drama']",2012
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders,8.11,['David Production'],TV,24,"['Action', 'Adventure']",2014
Kuragehime,https://myanimelist.net/anime/8129/Kuragehime,8.11,"[""Brain's Base""]",TV,11,[],2010
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,https://myanimelist.net/anime/10153/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_2nd_As,8.11,['Seven Arcs'],Movie,1,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",2012
Make Heroine ga Oosugiru!,https://myanimelist.net/anime/57524/Make_Heroine_ga_Oosugiru,8.11,['A-1 Pictures'],TV,12,"['Comedy', 'Romance']",2024
Meitantei Conan Movie 05: Tengoku e no Countdown,https://myanimelist.net/anime/1364/Meitantei_Conan_Movie_05__Tengoku_e_no_Countdown,8.11,['TMS Entertainment'],Movie,1,"['Adventure', 'Comedy', 'Mystery']",2001
Meitantei Conan Movie 14: Tenkuu no Lost Ship,https://myanimelist.net/anime/6467/Meitantei_Conan_Movie_14__Tenkuu_no_Lost_Ship,8.11,"['Tokyo Movie Shinsha', 'TMS Entertainment']",Movie,1,"['Action', 'Mystery']",2010
One Piece Film: Z,https://myanimelist.net/anime/12859/One_Piece_Film__Z,8.11,['Toei Animation'],Movie,1,"['Action', 'Adventure', 'Fantasy']",2012
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,https://myanimelist.net/anime/15323/One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna,8.11,['Toei Animation'],TV Special,1,"['Action', 'Adventure', 'Fantasy']",2012
Ookami to Koushinryou: Merchant Meets the Wise Wolf,https://myanimelist.net/anime/51122/Ookami_to_Koushinryou__Merchant_Meets_the_Wise_Wolf,8.11,['Passione'],TV,25,"['Adventure', 'Drama', 'Romance', 'Supernatural']",2024
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,https://myanimelist.net/anime/40542/Saiki_Kusuo_no_Ψ-nan__Ψ-shidou-hen,8.11,"['J.C.Staff', 'Egg Firm']",ONA,6,[],2019
Skip to Loafer,https://myanimelist.net/anime/50416/Skip_to_Loafer,8.11,['P.A. Works'],TV,12,[],2023
Tamayura: Sotsugyou Shashin Part 4 - Ashita,https://myanimelist.net/anime/29831/Tamayura__Sotsugyou_Shashin_Part_4_-_Ashita,8.11,['TYO Animations'],Movie,1,[],2016
Buddy Daddies,https://myanimelist.net/anime/53411/Buddy_Daddies,8.11,['P.A. Works'],TV,12,"['Action', 'Comedy']",2023
Diamond no Ace,https://myanimelist.net/anime/18689/Diamond_no_Ace,8.11,"['Production I.G', 'Madhouse']",TV,75,[],2013
Fullmetal Alchemist,https://myanimelist.net/anime/121/Fullmetal_Alchemist,8.11,['Bones'],TV,51,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']",2003
Gankutsuou,https://myanimelist.net/anime/239/Gankutsuou,8.11,['Gonzo'],TV,24,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",2004
Given Movie 1,https://myanimelist.net/anime/40421/Given_Movie_1,8.11,['Lerche'],Movie,1,"['Boys Love', 'Drama']",2020
Akatsuki no Yona OVA,https://myanimelist.net/anime/30370/Akatsuki_no_Yona_OVA,8.10,['Studio Pierrot'],OVA,3,"['Adventure', 'Fantasy']",2015
Cang Yuan Tu 2nd Season,https://myanimelist.net/anime/60420/Cang_Yuan_Tu_2nd_Season,8.10,"['Shenman Entertainment', 'Tianshi Wenhua']",ONA,36,"['Action', 'Adventure', 'Fantasy']",2024
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,https://myanimelist.net/anime/35608/Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me,8.10,['Kyoto Animation'],Movie,1,"['Comedy', 'Drama', 'Romance']",2018
Fumetsu no Anata e Season 2,https://myanimelist.net/anime/49709/Fumetsu_no_Anata_e_Season_2,8.10,['Drive'],TV,20,"['Adventure', 'Drama', 'Supernatural']",2022
Haikyuu!! Movie 2: Shousha to Haisha,https://myanimelist.net/anime/30364/Haikyuu_Movie_2__Shousha_to_Haisha,8.10,['Production I.G'],Movie,1,[],2015
Kidou Senshi Gundam 00,https://myanimelist.net/anime/2581/Kidou_Senshi_Gundam_00,8.10,['Sunrise'],TV,25,"['Action', 'Drama', 'Sci-Fi']",2007
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,https://myanimelist.net/anime/1566/Koukaku_Kidoutai__Stand_Alone_Complex_-_Solid_State_Society,8.10,['Production I.G'],TV Special,1,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi']",2006
Paripi Koumei,https://myanimelist.net/anime/50380/Paripi_Koumei,8.10,['P.A. Works'],TV,12,[],2022
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,https://myanimelist.net/anime/9130/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa_2,8.10,['TMS Entertainment'],OVA,13,"['Action', 'Adventure', 'Fantasy']",2011
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",https://myanimelist.net/anime/52347/Shangri-La_Frontier__Kusoge_Hunter_Kamige_ni_Idoman_to_su,8.10,['C2C'],TV,25,"['Action', 'Adventure', 'Fantasy']",2023
Serial Experiments Lain,https://myanimelist.net/anime/339/Serial_Experiments_Lain,8.09,['Triangle Staff'],TV,13,"['Avant Garde', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",1998
Toki wo Kakeru Shoujo,https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo,8.09,['Madhouse'],Movie,1,"['Award Winning', 'Drama', 'Romance', 'Sci-Fi']",2006
Tsurune: Tsunagari no Issha,https://myanimelist.net/anime/52826/Tsurune__Tsunagari_no_Issha,8.09,['Kyoto Animation'],TV,13,[],2023
Yuusha-Ou GaoGaiGar Final,https://myanimelist.net/anime/1382/Yuusha-Ou_GaoGaiGar_Final,8.09,['Sunrise'],OVA,8,"['Adventure', 'Drama', 'Sci-Fi']",2000
Detroit Metal City,https://myanimelist.net/anime/3702/Detroit_Metal_City,8.09,['Studio 4°C'],OVA,12,[],2008
Durarara!!,https://myanimelist.net/anime/6746/Durarara,8.09,"[""Brain's Base""]",TV,24,"['Action', 'Mystery', 'Supernatural']",2010
Gin no Saji,https://myanimelist.net/anime/16918/Gin_no_Saji,8.09,['A-1 Pictures'],TV,11,[],2013
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,https://myanimelist.net/anime/32122/Gintama°__Umai-mono_wa_Atomawashi_ni_Suru_to_Yokodorisareru_kara_Yappari_Saki_ni_Kue,8.09,['Bandai Namco Pictures'],Special,1,"['Action', 'Comedy']",2015
Haikyuu!! Movie 1: Owari to Hajimari,https://myanimelist.net/anime/29755/Haikyuu_Movie_1__Owari_to_Hajimari,8.09,['Production I.G'],Movie,1,[],2015
Jigokuraku,https://myanimelist.net/anime/46569/Jigokuraku,8.09,['MAPPA'],TV,13,"['Action', 'Adventure', 'Supernatural']",2023
Kidou Senshi Gundam Unicorn,https://myanimelist.net/anime/6336/Kidou_Senshi_Gundam_Unicorn,8.09,['Sunrise'],OVA,7,"['Action', 'Drama', 'Sci-Fi']",2010
Kono Subarashii Sekai ni Shukufuku wo!,https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo,8.09,['Studio Deen'],TV,10,"['Adventure', 'Comedy', 'Fantasy']",2016
Kuroko no Basket: Saikou no Present desu,https://myanimelist.net/anime/31051/Kuroko_no_Basket__Saikou_no_Present_desu,8.09,['Production I.G'],Special,1,[],2015
Mahoutsukai no Yome: Hoshi Matsu Hito,https://myanimelist.net/anime/32902/Mahoutsukai_no_Yome__Hoshi_Matsu_Hito,8.09,['Wit Studio'],OVA,3,"['Drama', 'Fantasy']",2016
Mirai Shounen Conan,https://myanimelist.net/anime/302/Mirai_Shounen_Conan,8.09,['Nippon Animation'],TV,26,"['Adventure', 'Drama', 'Sci-Fi']",1978
Precure All Stars Movie F,https://myanimelist.net/anime/54650/Precure_All_Stars_Movie_F,8.09,['Toei Animation'],Movie,1,[],2023
JoJo no Kimyou na Bouken Part 6: Stone Ocean,https://myanimelist.net/anime/48661/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean,8.08,['David Production'],ONA,12,"['Action', 'Adventure']",2021
Kimetsu no Yaiba: Hashira Geiko-hen,https://myanimelist.net/anime/55701/Kimetsu_no_Yaiba__Hashira_Geiko-hen,8.08,['ufotable'],TV,8,"['Action', 'Supernatural']",2024
Kuroko no Basket Movie 4: Last Game,https://myanimelist.net/anime/31658/Kuroko_no_Basket_Movie_4__Last_Game,8.08,['Production I.G'],Movie,1,[],2017
New Panty & Stocking with Garterbelt,https://myanimelist.net/anime/52293/New_Panty___Stocking_with_Garterbelt,8.08,['Trigger'],TV,13,"['Action', 'Comedy', 'Fantasy', 'Ecchi']",2025
Tsubasa: Shunraiki,https://myanimelist.net/anime/4938/Tsubasa__Shunraiki,8.08,['Production I.G'],OVA,2,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",2009
Tsukimonogatari,https://myanimelist.net/anime/28025/Tsukimonogatari,8.08,['Shaft'],TV Special,4,"['Comedy', 'Mystery', 'Supernatural', 'Ecchi']",2014
Yuanshen: Jinzhong Ge,https://myanimelist.net/anime/58689/Yuanshen__Jinzhong_Ge,8.08,['add some'],ONA,1,"['Action', 'Drama', 'Fantasy']",2024
Zankyou no Terror,https://myanimelist.net/anime/23283/Zankyou_no_Terror,8.08,['MAPPA'],TV,11,"['Mystery', 'Suspense']",2014
Zhan Shen: Fanchen Shenyu,https://myanimelist.net/anime/59306/Zhan_Shen__Fanchen_Shenyu,8.08,['Shenman Entertainment'],ONA,15,"['Action', 'Fantasy', 'Suspense']",2024
Baccano! Specials,https://myanimelist.net/anime/3901/Baccano_Specials,8.08,"[""Brain's Base""]",Special,3,"['Action', 'Mystery', 'Supernatural']",2008
Boku no Hero Academia 7th Season,https://myanimelist.net/anime/54789/Boku_no_Hero_Academia_7th_Season,8.08,['Bones'],TV,21,[],2024
Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,https://myanimelist.net/anime/2951/Gintama__Nanigoto_mo_Saisho_ga_Kanjin_nanode_Tashou_Senobisuru_Kurai_ga_Choudoyoi,8.08,['Sunrise'],Special,1,"['Action', 'Comedy', 'Sci-Fi']",2005
Girls & Panzer: Saishuushou Part 2,https://myanimelist.net/anime/38081/Girls___Panzer__Saishuushou_Part_2,8.08,['Actas'],Movie,1,[],2019
Hajime no Ippo: Boxer no Kobushi,https://myanimelist.net/anime/12069/Hajime_no_Ippo__Boxer_no_Kobushi,8.08,['Madhouse'],Special,1,[],2003
Hidamari Sketch: Sae Hiro Sotsugyou-hen,https://myanimelist.net/anime/17739/Hidamari_Sketch__Sae_Hiro_Sotsugyou-hen,8.08,['Shaft'],OVA,2,[],2013
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,https://myanimelist.net/anime/40815/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_2nd_Season,8.08,['Ajia-do'],TV,12,[],2020
Ansatsu Kyoushitsu,https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu,8.07,['Lerche'],TV,22,"['Action', 'Comedy']",2015
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,https://myanimelist.net/anime/3016/Ginga_Eiyuu_Densetsu__Arata_naru_Tatakai_no_Overture,8.07,['Kitty Film Mitaka Studio'],Movie,1,"['Action', 'Drama', 'Sci-Fi']",1993
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,https://myanimelist.net/anime/36369/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_1,8.07,['Production I.G'],Movie,4,"['Drama', 'Sci-Fi']",2019
Hikaru no Go,https://myanimelist.net/anime/135/Hikaru_no_Go,8.07,['Studio Pierrot'],TV,75,"['Comedy', 'Drama', 'Supernatural']",2001
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,https://myanimelist.net/anime/42429/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_3rd_Season,8.07,['Ajia-do'],TV,10,[],2022
Kamisama Hajimemashita OVA,https://myanimelist.net/anime/18661/Kamisama_Hajimemashita_OVA,8.07,['TMS Entertainment'],OVA,2,"['Comedy', 'Romance', 'Supernatural']",2013
Kanata no Astra,https://myanimelist.net/anime/39198/Kanata_no_Astra,8.07,['Lerche'],TV,12,"['Adventure', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']",2019
Kidou Senshi Gundam 00 Second Season,https://myanimelist.net/anime/3927/Kidou_Senshi_Gundam_00_Second_Season,8.07,['Sunrise'],TV,25,"['Action', 'Drama', 'Sci-Fi']",2008
Kimi wa Houkago Insomnia,https://myanimelist.net/anime/50796/Kimi_wa_Houkago_Insomnia,8.07,['LIDENFILMS'],TV,13,[],2023
Overlord IV,https://myanimelist.net/anime/48895/Overlord_IV,8.07,['Madhouse'],TV,13,"['Action', 'Adventure', 'Fantasy']",2022
Quanzhi Gaoshou: Dianfeng Rongyao,https://myanimelist.net/anime/40080/Quanzhi_Gaoshou__Dianfeng_Rongyao,8.07,['Colored Pencil Animation'],Movie,1,[],2019
Skip Beat!,https://myanimelist.net/anime/4722/Skip_Beat,8.07,['HAL Film Maker'],TV,25,"['Comedy', 'Drama', 'Romance']",2008
Uchouten Kazoku 2,https://myanimelist.net/anime/34076/Uchouten_Kazoku_2,8.07,['P.A. Works'],TV,12,"['Drama', 'Supernatural']",2017
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,https://myanimelist.net/anime/51096/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_2nd_Season,8.07,['Lerche'],TV,13,"['Drama', 'Suspense']",2022
Shokugeki no Souma: Ni no Sara,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara,8.06,['J.C.Staff'],TV,13,"['Gourmet', 'Ecchi']",2016
Shoushimin Series 2nd Season,https://myanimelist.net/anime/59828/Shoushimin_Series_2nd_Season,8.06,['Lapin Track'],TV,12,[],2025
Spy x Family Season 2,https://myanimelist.net/anime/53887/Spy_x_Family_Season_2,8.06,"['Wit Studio', 'CloverWorks']",TV,12,"['Action', 'Comedy']",2023
Tunshi Xingkong,https://myanimelist.net/anime/44218/Tunshi_Xingkong,8.06,['Sparkly Key Animation Studio'],ONA,26,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2020
Azumanga Daiou The Animation,https://myanimelist.net/anime/66/Azumanga_Daiou_The_Animation,8.06,['J.C.Staff'],TV,26,[],2002
BanG Dream! Ave Mujica,https://myanimelist.net/anime/56653/BanG_Dream_Ave_Mujica,8.06,['SANZIGEN'],TV,13,[],2025
City Hunter 2,https://myanimelist.net/anime/1471/City_Hunter_2,8.06,['Sunrise'],TV,63,"['Action', 'Comedy', 'Mystery']",1988
Ginga Eiyuu Densetsu Gaiden (1999),https://myanimelist.net/anime/3665/Ginga_Eiyuu_Densetsu_Gaiden_1999,8.06,['K-Factory'],OVA,28,"['Action', 'Drama', 'Sci-Fi']",1999
Gintama: Dai Hanseikai,https://myanimelist.net/anime/10643/Gintama__Dai_Hanseikai,8.06,['Sunrise'],Special,1,"['Action', 'Comedy']",2010
